"Регион РФ(область, край, город фед. значения, округ)",Административный район,Населённый пункт,Улица,Плановое время начала отключения электроснабжения,Плановое время начала отключения электроснабжения Время,Плановое время восстановления отключения электроснабжения,Плановое время восстановления отключения электроснабжения Время,Филиал,РЭС,Комментарий,Id здания,Координаты
Ленинградская область,Кингисеппский район,Горки,,21-09-2023,09:00,21-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Кингисеппский район,Кленно,,21-09-2023,09:00,21-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Кингисеппский район,Килли,,21-09-2023,09:00,21-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Лужский район,"Большая Дивенка,  Тозырево",,21-09-2023,09:00,21-09-2023,19:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Лужский район,Володарское,Люблинская,21-09-2023,09:00,22-09-2023,17:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Волосовский район,"д. Голубовицы,  д. Шелково",,21-09-2023,09:00,21-09-2023,17:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы,,
Ленинградская область,Волховский район,Колчаново,Клубная,21-09-2023,09:00,21-09-2023,17:00,Новоладожские ЭС,Волховский РЭС,,,
Ленинградская область,Волховский район,"Песчаный карьер (Кисельня),  д. Селивёрстово",,21-09-2023,09:00,21-09-2023,18:00,Новоладожские ЭС,Волховский РЭС,,,
Ленинградская область,Выборгский район (ЛО),"п Симагино,  п Подгорное ","Лен ВО Подсобное хозяйство Птичник,  СНТ Надежда-3,   СНТ Сабур Лесное,  ур.Славино,  СНТ Нива,  СНТ Подгорное,  индивидуальные застройщики ",21-09-2023,09:00,21-09-2023,17:00,Выборгские ЭС,Рощинский РЭС,,,
Ленинградская область,Выборгский район (ЛО),"п Симагино,  п Подгорное ","Лен ВО Подсобное хозяйство Птичник,  СНТ Надежда-3,   СНТ Сабур Лесное,  ур.Славино,  СНТ Нива,  СНТ Подгорное,  индивидуальные застройщики ",21-09-2023,09:00,21-09-2023,17:00,Выборгские ЭС,Рощинский РЭС,,,
Ленинградская область,Кировский район (ЛО),д.Кобона,,21-09-2023,09:00,21-09-2023,17:00,Новоладожские ЭС,Волховский РЭС,Работы для улучшения качества и надежности электроснабжения потребителей ,,
Ленинградская область,Подпорожский район,Важины,"Зеленая,  Механизаторов",21-09-2023,09:00,21-09-2023,17:00,Новоладожские ЭС,Лодейнопольский РЭС,,,
Ленинградская область,Лужский район,Пустынь,,21-09-2023,08:00,22-09-2023,17:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Бокситогорский район,д.Забелье Ефимовское с/п,,21-09-2023,06:00,21-09-2023,18:00,Тихвинские ЭС,Бокситогорский РЭС,,,
Ленинградская область,Бокситогорский район,"д. Новинка,  д.Логиново,  д. Курята д.Толсть , д.Бирючево, д.Коргорка, д.Дубровка, д.Забелино, д.Маклаково, д.Селище",д.Климово пилорамы,21-09-2023,04:00,21-09-2023,17:00,Тихвинские ЭС,Бокситогорский РЭС,,,
Ленинградская область,Подпорожский район,Красный Бор,,20-09-2023,16:00,20-09-2023,19:00,Новоладожские ЭС,Лодейнопольский РЭС,,,
Ленинградская область,Ломоносовский район,"д. Гостилицы         д. Петровское СНТ ""Заозерное""  д. Порожки",,20-09-2023,15:29,20-09-2023,22:00,Гатчинские ЭС,Ломоносовский РЭС,аварийное отключение,,
Санкт-Петербург,Колпинский район,п. Шушары,Пром. зона Шушары,20-09-2023,14:00,20-09-2023,17:00,Южные электрические сети,Колпинский РЭС,,,
Ленинградская область,Выборгский район (ЛО),п.Большое Поле,частично,20-09-2023,13:00,20-09-2023,16:00,Выборгские ЭС,Выборгский РЭС,,,
Ленинградская область,Ломоносовский район,"д.Капорское,  д. Кемпелево,  д.Тиммолово,  д.Яльгелево.",,20-09-2023,12:00,20-09-2023,17:00,Южные электрические сети,Красносельский РЭС,,,
Санкт-Петербург,Фрунзенский район,Санкт-Петербург,Лиговский пр. д.138 л.А; д.140 л.А; д.144 л.А,20-09-2023,11:00,20-09-2023,14:00,Кабельная сеть,Южный РЭС,,,
Ленинградская область,Ломоносовский район,"Райкузи,  Иннолово","ул. Садовая,  ул,  Посадская,  Заречная ",20-09-2023,10:00,20-09-2023,18:00,Южные электрические сети,Красносельский РЭС,"ТП-5840, ТП-6396",,
Ленинградская область,Тихвинский район,д. Паголда ТП 143-22-20 (Паголда-котеджи) ,,20-09-2023,10:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,Планируемое время отключения не более 5 часов в указанный период времени,,
Ленинградская область,Ломоносовский район,д.Лаголово,,20-09-2023,10:00,20-09-2023,17:00,Южные электрические сети,Красносельский РЭС,"ТП-6064, ТП-6491",,
Ленинградская область,Всеволожский район,"СНТ «Восход»,  СНТ «Метеор»,  СНТ «Красный Маяк»,  СНТ «Электроприбор»,  СНТ им.Кулакова,  СНТ «Трансмашевец», СНТ «Метрополитеновец»,  СНТ «Управление Октябрьской железной дороги»,  СНТ «Рабочий»,  СНТ «Фрунзевец»,  СНТ «Балтиец»,  СНТ «Леспроект»,  ООО «Полюстрово»,  СНТ «Эскалатор»,  СНТ «Красная нить»,   СНТ «Севзапстрой»,  СНТ «Красная Заря» ,  СНТ «Турбостроитель»,  АСНТ «Рубикон»,  д.Васкелово  Лемболовская набережная,  МЦ «Борменталь» .",,20-09-2023,10:00,20-09-2023,18:00,Северные электрические сети,Сертоловский РЭС,,,
Санкт-Петербург,Красносельский район,Красное село,пр. Ленина,20-09-2023,10:00,20-09-2023,17:00,Южные электрические сети,Красносельский РЭС,ТП-407к отключение на 2 часа,,
Ленинградская область,Тосненский район,п. Сиголово,"Солнечная,  Заречная",20-09-2023,10:00,20-09-2023,17:00,Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,
Ленинградская область,Тосненский район,д. Сидорово,д.21а,20-09-2023,10:00,20-09-2023,17:00,Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,
Ленинградская область,Ломоносовский район,"д.Пигелево,  д. Кемяряйзи, д.Кемеряйзи,   д.Капорское,  ,  КП Аннинские высоты,  СНТ Колос 2",,20-09-2023,10:00,20-09-2023,20:00,Южные электрические сети,Красносельский РЭС,,,
Ленинградская область,Ломоносовский район,д.Разбегаево,,20-09-2023,10:00,20-09-2023,17:00,Южные электрические сети,Красносельский РЭС,ТП-506,,
Ленинградская область,Кингисеппский район,Солка-3,,20-09-2023,10:00,20-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Лужский район,Пустынь,,20-09-2023,10:00,22-09-2023,17:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Приозерский район,п.Приладожское часть, Б/о,20-09-2023,10:00,20-09-2023,17:00,Выборгские ЭС,Приозерский РЭС,ВЛ-10кВ ф.511-05 уч. от ЛР-97 до ТП-187 - чистка трасы от ДКР,,
Ленинградская область,Тихвинский район," д.Казалма,  д.Леошино,  д.Щекотовицы,  д.Малое Усадище",,20-09-2023,10:00,20-09-2023,16:00,Тихвинские ЭС,Бокситогорский РЭС,,,
Ленинградская область,Волосовский район,"Жилгородок, Ронковицы, Ольхово, Греблово, Медниково","население,  котельные,  водозаборы",20-09-2023,09:00,20-09-2023,13:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы на ВЛ 10кВ ,,
Ленинградская область,Волосовский район,"Ронковицы, Ольхово, Греблово, Медниково",население,20-09-2023,09:00,20-09-2023,18:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы на ВЛ 10кВ ,,
Ленинградская область,Волосовский район,"Красные Череповицы, Ржевка, Клопицы (частный сектор)",население,20-09-2023,09:00,20-09-2023,18:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы на ВЛ 10кВ ,,
Ленинградская область,Бокситогорский район,д.Абрамова Гора,,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Бокситогорский РЭС,,,
Ленинградская область,Волосовский район,"Шадырицы, Малая Александровка,  Неревицы",,20-09-2023,09:00,20-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Подпорожский район,Хевроньино,,20-09-2023,09:00,20-09-2023,17:00,Новоладожские ЭС,Лодейнопольский РЭС,,,
Ленинградская область,Киришский район,"Еврейское болото, СТ Бережки",,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Киришский район,СТ Рассвет,Полностью ,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Киришский район,"д.Андреево,  д.Багольник",деревня,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Всеволожский район,д.Сярьги,,20-09-2023,09:00,20-09-2023,17:00,Северные электрические сети,Сертоловский РЭС,,,
Ленинградская область,Тихвинский район,"д. Рандога,  д.Крючково,  д.Кулига",,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Лужский район,Раковичи,,20-09-2023,09:00,20-09-2023,17:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Тихвинский район,г. Тихвин ТП 143-29-02 (СТО),,20-09-2023,09:00,20-09-2023,17:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Лужский район,"Стелево,  Хвощно,  Красая Горка,  Святье",,20-09-2023,08:00,20-09-2023,17:00,Кингисеппские ЭС,Лужский РЭС,,,
Ленинградская область,Бокситогорский район,д.Забелье Ефимовское с/п,,20-09-2023,06:00,20-09-2023,18:00,Тихвинские ЭС,Бокситогорский РЭС,,,
Ленинградская область,Ломоносовский район,"д. Лопухинка,  д. Старая буря,  д. Медуши,  д. Савольщина,  д. Заостровье,  д. Горки,  д. Никольское,  ур. Никкорово,  ТЕЛЕ-2,  Пилорама,  Аква,  Близь Извары,  СНТ Медуши,  ДНП Горки-Гольф,  СНТ Олимп,  СНТ Радужное,  Хомич,  ДНП Лопухинская Мыза,  Тепличный комбинат Колос,  ООО Юлия,  ДНП Сказка,  ООО Штаб,  садоводство Морской порт,  садоводство Лопухинка,  ООО Илеть,  СНТ Луговое,  ООО Эрланг,  ДНП Лесная Поляна,  ДНП Заостровье,  КП Поляны,  Надежда,  Березняки,  ",И ВСЕ СНТ и ДНП находящиеся рядом с этими населенными пунктами,19-09-2023,23:30,20-09-2023,04:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые переключения по переносу нагрузки продолжительностью 30-40 минут в указанном промежутке времени,,
Ленинградская область,Тосненский район,"д.Нурма(часть), СНТ-Клюльвия, Нечеперть, Мир, д.Горка, д.Жоржино",,19-09-2023,21:06,19-09-2023,21:26,Гатчинские ЭС,Тосненский РЭС,Переключения .,,
Санкт-Петербург,Красносельский район,"г. Красное Село ,  д. Лаголово","г. Красное Село  Кингисеппское шоссе ш. д.27 к.2 лит.Л.  д. Лаголово  Школа ,  ул. Садовая",19-09-2023,20:00,20-09-2023,06:00,Южные электрические сети,Красносельский РЭС,На 30 минут.,,
Ленинградская область,Ломоносовский район,д.Пеники и др.,ч/с и др. объекты,19-09-2023,20:00,20-09-2023,23:59,,,"Кратковременное отключение Ф.223-07 19.09.2023 и 20.09.2023 в период времени с 20-00 до 24-00 продолжительностью до 5 минут. Изменение уставок РЗиА по Ф.223-07 на ПС-223 ""Дамба"". ",,
Ленинградская область,Выборгский район (ЛО),п Заполье ,ДНП Полянка,19-09-2023,14:00,19-09-2023,16:00,Выборгские ЭС,Рощинский РЭС,,,
Ленинградская область,Волосовский район,Клопицы ,"население МКД №1, 2, 3, 13, 14, 15,  водозабор,  школа,  ГРС",19-09-2023,13:00,19-09-2023,17:00,Гатчинские ЭС,Ломоносовский РЭС,плановые работы на ТП-8126,,
Ленинградская область,Всеволожский район,Невская Дубровка,,19-09-2023,12:00,19-09-2023,17:00,Северные электрические сети,Всеволожский РЭС,,,
Санкт-Петербург,Красносельский район,Красное село,"пр. Ленеина,  ул.Красноармейская",19-09-2023,12:00,19-09-2023,15:00,Южные электрические сети,Красносельский РЭС,ТП-413 1СШ,,
Ленинградская область,,"Даймище,  Рождествено",,19-09-2023,12:00,19-09-2023,18:00,Гатчинские ЭС,Гатчинский РЭС,,,
Ленинградская область,Волосовский район,п. Бегуницы д. Б. Лашковицы д. Большое Тешково д. Малое Тешково д. Куйлово  д. Томарово д. Кемполово д. Красная Мыза д. Кайкино д. Синковицы д. Старые Бегуницы,,19-09-2023,11:00,19-09-2023,17:00,Гатчинские ЭС,Ломоносовский РЭС,Аварийное отключение,,
Ленинградская область,Гатчинский район ,Батово,,19-09-2023,10:30,19-09-2023,18:00,Гатчинские ЭС,Гатчинский РЭС,,,
Ленинградская область,Бокситогорский район,д. Костерино,,19-09-2023,10:00,19-09-2023,16:00,Тихвинские ЭС,Бокситогорский РЭС,,,
,,"Райкузи,  Иннолово","ул. Садовая,  ул,  Посадская,  Заречная ",19-09-2023,10:00,19-09-2023,18:00,Южные электрические сети,Красносельский РЭС,"ТП-5840, ТП-6396",,
Ленинградская область,Ломоносовский район,д.Лаголово,,19-09-2023,10:00,19-09-2023,17:00,Южные электрические сети,Красносельский РЭС,ТП-2044,,
Ленинградская область,Всеволожский район,"д.Суоранда, д.Верхняя",,19-09-2023,10:00,19-09-2023,18:36,Северные электрические сети,Всеволожский РЭС,,,
Санкт-Петербург,Красносельский район,Красное село,пр. Ленина,19-09-2023,10:00,19-09-2023,17:00,Южные электрические сети,Красносельский РЭС,ТП-407к отключение на 2 часа,,
Ленинградская область,Всеволожский район,Невская Дубровка,,19-09-2023,10:00,19-09-2023,17:00,Северные электрические сети,Всеволожский РЭС,,,
Санкт-Петербург,Калининский район,Санкт-Петербург,пр.Мечникова/ул.Замшина-светофор; ЖЭУ 21 Калининского района,19-09-2023,10:00,19-09-2023,22:00,Кабельная сеть,Восточный РЭС,,,
Ленинградская область,Тосненский район,п. Сиголово,"Солнечная,  Заречная",19-09-2023,10:00,19-09-2023,17:00,Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,
Ленинградская область,Киришский район,ур.Посадников Остров," СНТ Радуга 2,  СНТ Радуга ,  СНТ Жилищник,  СНТ  Луг,  СНТ  Дружба,  СНТ  Энергетик,  СНТ  Водник,  МТС Посадниково,  СНТ Свет,  СНТ Анкер,  Союз,  СНТ Восток,  Вышка связи,  СНТ Маяк,  СНТ Флора,  СНТ Дорожник,  СНТ Рестовратор,  СНТ Строитель,  СНТ Ветвузовец,  СНТ Меридиан,  СНТ Содружество,  СНТ Сигнал,  СНТ Эра,  СНТ Изумрудное,  СНТ Глобус,  СНТ Вымпел,  Линк ",19-09-2023,10:00,19-09-2023,15:00,Тихвинские ЭС,Тихвинский РЭС,,,
Ленинградская область,Тосненский район,д. Сидорово,д.21а,19-09-2023,10:00,19-09-2023,17:00,Гатчинские ЭС,Тосненский РЭС,"Выполнение замены провода на СИП, и вводов на здания.",,
Ленинградская область,Выборгский район (ЛО),п.Житково,частично,19-09-2023,10:00,19-09-2023,17:00,Выборгские ЭС,Выборгский РЭС,,,
Санкт-Петербург,Пушкинский район,г. Пушкин,"Витебский пр-т,  Заправки Тибойл (Шелл),  Кириши,  ГазпромНефть",19-09-2023,10:00,19-09-2023,17:00,Южные электрические сети,Пушкинский РЭС,,,
Ленинградская область,Ломоносовский район,"СНТ Балтийская Слобода 1,  2,  3; ДНП Калитино; ДНП Малиновые вечера ,  ",,19-09-2023,10:00,19-09-2023,17:00,Гатчинские ЭС,Ломоносовский РЭС,Плановые работы,,
Санкт-Петербург,Пушкинский район,г. Пушкин,ул. Октябрьский б-р д.7/29,19-09-2023,10:00,19-09-2023,17:00,Южные электрические сети,Пушкинский РЭС,,,
Ленинградская область,Ломоносовский район,д.Гостилицы (частично),"Котельная,  гаражи,  мастерские,  мол.завод",19-09-2023,10:00,19-09-2023,17:30,Гатчинские ЭС,Ломоносовский РЭС,"Плановые работы на участке ВЛ-10кВ.
Согласование №266",,
Ленинградская область,Выборгский район (ЛО),п Волочаевка,ДНП Волочаевское,19-09-2023,10:00,19-09-2023,14:00,Выборгские ЭС,Рощинский РЭС,,,
Ленинградская область,Гатчинский район ,"п.Новинка, д.Новинка, Озерешно, Ольховец, Нестерково, Тарасино, Чаща, Дальний, Воцко, Кремено, Ракитино, СНТ""Новинка"".",,19-09-2023,10:00,19-09-2023,18:00,,,Работы на ПС-35 кВ Новинка.,,
Ленинградская область,Тосненский район,Федоровское,"шоссейная,  Красный Бор,  СНТ ""Микрорайон Самсоновка"" ",19-09-2023,10:00,19-09-2023,17:20,Южные электрические сети,Пушкинский РЭС,,,
Ленинградская область,Ломоносовский район,"д.Порзолово Болото,  СНТ ""Московка"",  СНТ ""Гнездо"" и др.","ч/с,  промзона и др. объекты",19-09-2023,10:00,19-09-2023,18:00,Южные электрические сети,Петродворцовый  РЭС,"Неплановые работы по ремонту ППр-394, перенос токоразделов.",,
Ленинградская область,Ломоносовский район,"д.Кабацкое,  д.Ускуля,  д.Кукушкино,  д. Кузнецы,  д. Б. Коновалово,  ДНП ""Лада"",  ДНП ""Дружное"",  и др.",ч/с промзона и пр.,19-09-2023,10:00,19-09-2023,18:00,Южные электрические сети,Петродворцовый  РЭС,"Работы по монтажу опор ВЛ-6кВ, Ф.Гидроприбор-12, от РК-15 в сторону ТП-841П.",,
Ленинградская область,Выборгский район (СПб),"п.Возрождение,  п.Глубокое",частично,19-09-2023,10:00,19-09-2023,17:00,Выборгские ЭС,Выборгский РЭС,,,
Ленинградская область,Выборгский район (ЛО),п.Ермилово,частично,19-09-2023,10:00,22-09-2023,17:00,Выборгские ЭС,Выборгский РЭС,,,
Ленинградская область,Выборгский район (ЛО),п.Козлово,частично,19-09-2023,10:00,19-09-2023,16:00,Выборгские ЭС,Выборгский РЭС,,,
Ленинградская область,Кингисеппский район,Тикопись,,19-09-2023,10:00,19-09-2023,17:00,Кингисеппские ЭС,Кингисеппский РЭС,,,
Ленинградская область,Ломоносовский район,д.Дубки и др.,"ч/с,  промзона и др. объекты",19-09-2023,10:00,19-09-2023,14:00,Южные электрические сети,Петродворцовый  РЭС,Аварийные работы по устранению ДКП (дерево) с ВЛ-6кВ.,,
Санкт-Петербург,Центральный район ,Санкт-Петербург,Советская ул. .д. 11,25-09-2023,13:00,25-09-2023,17:00,Кабельная сеть,Центральный РЭС,,18475.0,"[59.93385598,30.368058042]"
Санкт-Петербург,Центральный район ,Санкт-Петербург,"Советская ул.,  д. 24,  2",25-09-2023,13:00,25-09-2023,17:00,Кабельная сеть,Центральный РЭС,,82115.0,"[59.932431095,30.369875979]"
Санкт-Петербург,Центральный район ,Санкт-Петербург,"ул. Моисеенко,  д. 2,  3,",25-09-2023,13:00,25-09-2023,17:00,Кабельная сеть,Центральный РЭС,,20356.0,"[59.937858699,30.376059968]"
Санкт-Петербург,Центральный район ,Санкт-Петербург,"Дегтярная ул.,  д. 32",25-09-2023,13:00,25-09-2023,17:00,Кабельная сеть,Центральный РЭС,,2427.0,"[59.932651536,30.372682616]"
Санкт-Петербург,Фрунзенский район,г. Санкт-Петербург,"Будапештская ул.,  д. 3,  ",25-09-2023,11:00,25-09-2023,17:00,Кабельная сеть,Невский РЭС,,6126.0,"[59.873298793,30.362795991]"
Санкт-Петербург,Приморский район (СПб),Санкт-Петербург,ул. Долгоозерная д. 12 к. 2,25-09-2023,11:00,25-09-2023,15:00,Кабельная сеть,Западный РЭС,,55120.0,"[60.01719552,30.244746804]"
Санкт-Петербург,Приморский район (СПб),Санкт-Петербург,"ул. Яхтенная д. 32 к. 2,",25-09-2023,10:00,25-09-2023,17:00,Кабельная сеть,Западный РЭС,,206467.0,"[60.003059932,30.221086829]"
Санкт-Петербург,Приморский район (СПб),Санкт-Петербург,"ул. Яхтенная д. 32 к. 3,",25-09-2023,10:00,25-09-2023,17:00,Кабельная сеть,Западный РЭС,,206467.0,"[60.003059932,30.221086829]"
Санкт-Петербург,Приморский район (СПб),Санкт-Петербург,ул. Яхтенная д. 32 к. 4,25-09-2023,10:00,25-09-2023,17:00,Кабельная сеть,Западный РЭС,,206467.0,"[60.003059932,30.221086829]"
Санкт-Петербург,Фрунзенский район,Санкт-Петербург,Волковский пр. д. 32,25-09-2023,10:00,25-09-2023,20:00,Кабельная сеть,Южный РЭС,,17269.0,"[59.896051627,30.357240321]"
Санкт-Петербург,Петроградский район,Санкт-Петербург,"Петровский пр.,  д. 1,  ",25-09-2023,10:00,25-09-2023,18:00,Кабельная сеть,Островной РЭС,Перевод нагрузки на ТП 1501,67868.0,"[59.959000882,30.274999486]"
Санкт-Петербург,Красногвардейский район,Санкт-Петербург,"Пискаревский пр.,  д.35,  3",25-09-2023,10:00,25-09-2023,21:00,Кабельная сеть,Восточный РЭС,,107505.0,"[59.976990989,30.419179678]"
Санкт-Петербург,Красногвардейский район,Санкт-Петербург,"Блюхера пр.,  д.38",25-09-2023,10:00,25-09-2023,21:00,Кабельная сеть,Восточный РЭС,,75569.0,"[59.976172861,30.421063331]"
Санкт-Петербург,Центральный район ,Санкт-Петербург,"Джамбула пер.,  д. 9, 8",25-09-2023,10:00,25-09-2023,18:00,Кабельная сеть,Центральный РЭС,,3091.0,"[59.925560015,30.334392522]"
Санкт-Петербург,Центральный район ,Санкт-Петербург,"реки Фонтанки,  д. 76, 8",25-09-2023,10:00,25-09-2023,18:00,Кабельная сеть,Центральный РЭС,,87969.0,"[59.926105804,30.336133944]"
Санкт-Петербург,Курортный район,п.Комарово,"Щучье Озеро,  д.3 ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,84989.0,"[60.214914073,29.784068122]"
Санкт-Петербург,Курортный район,п.Комарово,"Щучьего озера,  д.5 , Б",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,113370.0,"[60.215628718,29.781940276]"
Санкт-Петербург,Курортный район,п.Комарово,"Озера тер,  д.3 ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,84989.0,"[60.214914073,29.784068122]"
Санкт-Петербург,Курортный район,п.Комарово,"Озера тер,  д.2 , ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,35775.0,"[60.097179002,30.069724148]"
Санкт-Петербург,Курортный район,п.Комарово,"Щучье Озеро,  д.2 , ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,86881.0,"[60.210959162,29.790061516]"
Санкт-Петербург,Курортный район,п.Комарово,"Щучье Озеро,  д.2Б",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,Установка УТКЗ,197560.0,"[60.096404862,30.070738185]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.28  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",89130.0,"[60.005458347,29.99219645]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.31  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",127977.0,"[60.005832044,29.992954919]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.33  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",34290.0,"[60.00596656,29.992415548]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.37  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",77127.0,"[60.006280109,29.99141099]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.32 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",110948.0,"[60.010987952,29.993625408]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.49  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",9395.0,"[60.126638147,30.128623402]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.50  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",220313.0,"[60.008974097,29.99206443]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.51  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",38747.0,"[60.126343221,30.129258547]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.53  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",86457.0,"[60.007886752,29.990147743]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.54  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",98498.0,"[60.008574923,29.991613511]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.59 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",25050.0,"[60.127256009,30.131552653]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.62  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",100539.0,"[60.128181605,30.13249781]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.64  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",75047.0,"[60.127975907,30.133013673]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.37 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",77127.0,"[60.006280109,29.99141099]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.38  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",55325.0,"[60.006234822,29.9894273]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.39  ,  ",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",99772.0,"[60.006448898,29.990762615]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Дубки ул,  д.41 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",93246.0,"[60.006549853,29.990455897]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.38 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",36432.0,"[60.010403344,29.993107075]"
Санкт-Петербург,Курортный район,п.Лисий Нос,"Пограничная ул,  д.50 А",25-09-2023,09:00,25-09-2023,20:00,Северные электрические сети,Курортный РЭС,"ремонт ВЛ-0,4кВ",220313.0,"[60.008974097,29.99206443]"
